0.00818,0.58355,0.00356,0.00362
0.02213,0.58507,0.00425,0.00299
0.03662,0.58698,0.0043,0.00303
0.04875,0.58909,0.00292,0.00333
0.0618,0.59088,0.00361,0.0032
0.07375,0.59268,0.00294,0.00248
0.088,0.59418,0.00341,0.00274
0.09995,0.59738,0.0031,0.00275
0.11517,0.59932,0.0036,0.00286
0.12674,0.60162,0.00197,0.00212
0.13874,0.60299,0.00409,0.00248
0.15085,0.6051,0.00278,0.00235
0.16373,0.60774,0.00416,0.0022
0.17969,0.61141,0.0037,0.00228
0.19298,0.61274,0.00463,0.00278
0.20692,0.61517,0.00167,0.00291
0.21961,0.61816,0.00306,0.0021
0.22882,0.62013,0.00218,0.00352
0.24353,0.62237,0.00508,0.00332
0.25601,0.62501,0.0026,0.00239
0.26561,0.6263,0.0024,0.00317
0.28139,0.62995,0.00212,0.00341
0.29346,0.6325,0.0027,0.00267
0.3116,0.63749,0.00356,0.00349
0.3233,0.63972,0.00254,0.00367
0.33148,0.64299,0.00224,0.00338
0.35003,0.64542,0.00533,0.00454
0.35939,0.64851,0.0,0.00298
